ID,RowID,LTARSite.Code,Category,DataSetVariableName,AttributeDescription,Units,TemporalResolution,TemporalResolutionStandard,StartDate,StartDateStandard,StartDateAgCROS,EndDate,EndDateStandard,EndDateAgCros,DateDif_yrs,ResponsiblePersons,StorageFormat,URLdataAccess,LocationIDoutsideNetwork,SpatialRepeats,SpatialDescription,PublicAccess,Network.Category,AgCROS.Table,AgCROS.VarName,NALT.Keywords,subsite,Repo.Name,Model.Name,NALT.Subject,ISO.Topic,Common.Experiment,trl
GACP2996,,GACP,Soils,TempC_2_5cm,soil_temperature_2.5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_50,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP2997,,GACP,Soils,TempC_5cm,soil_temperature_5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_50,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP2998,,GACP,Soils,TempC_20cm,soil_temperature_20cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_50,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP2999,,GACP,Soils,SM_2_5cm,soil_moisture_2.5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_54,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3000,,GACP,Soils,SM_5cm,soil_moisture_5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_54,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3001,,GACP,Soils,SM_20cm,soil_moisture_20cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_54,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3002,,GACP,Soils,TempC_2_5cm,soil_temperature_2.5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_54,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3003,,GACP,Soils,TempC_5cm,soil_temperature_5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_54,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3004,,GACP,Soils,TempC_20cm,soil_temperature_20cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_54,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3005,,GACP,Soils,SM_2_5cm,soil_moisture_2.5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_55,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3006,,GACP,Soils,SM_5cm,soil_moisture_5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_55,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3007,,GACP,Soils,SM_20cm,soil_moisture_20cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_55,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3008,,GACP,Soils,TempC_2_5cm,soil_temperature_2.5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_55,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3009,,GACP,Soils,TempC_5cm,soil_temperature_5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_55,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3010,,GACP,Soils,TempC_20cm,soil_temperature_20cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_55,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3011,,GACP,Soils,SM_2_5cm,soil_moisture_2.5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_56,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3012,,GACP,Soils,SM_5cm,soil_moisture_5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_56,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3013,,GACP,Soils,SM_20cm,soil_moisture_20cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_56,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3014,,GACP,Soils,TempC_2_5cm,soil_temperature_2.5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_56,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3015,,GACP,Soils,TempC_5cm,soil_temperature_5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_56,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3016,,GACP,Soils,TempC_20cm,soil_temperature_20cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_56,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3017,,GACP,Soils,SM_2_5cm,soil_moisture_2.5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_57,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3018,,GACP,Soils,SM_5cm,soil_moisture_5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_57,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3019,,GACP,Soils,SM_20cm,soil_moisture_20cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_57,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3020,,GACP,Soils,TempC_2_5cm,soil_temperature_2.5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_57,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3021,,GACP,Soils,TempC_5cm,soil_temperature_5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_57,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3022,,GACP,Soils,TempC_20cm,soil_temperature_20cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_57,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3023,,GACP,Soils,SM_2_5cm,soil_moisture_2.5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_58,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3024,,GACP,Soils,SM_5cm,soil_moisture_5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_58,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3025,,GACP,Soils,SM_20cm,soil_moisture_20cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_58,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3026,,GACP,Soils,TempC_2_5cm,soil_temperature_2.5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_58,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3027,,GACP,Soils,TempC_5cm,soil_temperature_5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_58,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3028,,GACP,Soils,TempC_20cm,soil_temperature_20cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_58,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3029,,GACP,Soils,SM_2_5cm,soil_moisture_2.5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_59,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3030,,GACP,Soils,SM_5cm,soil_moisture_5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_59,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3031,,GACP,Soils,SM_20cm,soil_moisture_20cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_59,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3032,,GACP,Soils,TempC_2_5cm,soil_temperature_2.5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_59,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3033,,GACP,Soils,TempC_5cm,soil_temperature_5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_59,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3034,,GACP,Soils,TempC_20cm,soil_temperature_20cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,BP_59,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3035,,GACP,Soils,SM_2_5cm,soil_moisture_2.5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_02,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3036,,GACP,Soils,SM_5cm,soil_moisture_5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_02,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3037,,GACP,Soils,SM_20cm,soil_moisture_20cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_02,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3038,,GACP,Soils,TempC_2_5cm,soil_temperature_2.5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_02,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3039,,GACP,Soils,TempC_5cm,soil_temperature_5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_02,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3040,,GACP,Soils,TempC_20cm,soil_temperature_20cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_02,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3041,,GACP,Soils,SM_2_5cm,soil_moisture_2.5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_20,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3042,,GACP,Soils,SM_5cm,soil_moisture_5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_20,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3043,,GACP,Soils,SM_20cm,soil_moisture_20cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_20,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3044,,GACP,Soils,TempC_2_5cm,soil_temperature_2.5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_20,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3045,,GACP,Soils,TempC_5cm,soil_temperature_5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_20,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3046,,GACP,Soils,TempC_20cm,soil_temperature_20cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_20,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3047,,GACP,Soils,SM_2_5cm,soil_moisture_2.5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_28,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3048,,GACP,Soils,SM_5cm,soil_moisture_5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_28,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3049,,GACP,Soils,SM_20cm,soil_moisture_20cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_28,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3050,,GACP,Soils,TempC_2_5cm,soil_temperature_2.5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_28,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3051,,GACP,Soils,TempC_5cm,soil_temperature_5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_28,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3052,,GACP,Soils,TempC_20cm,soil_temperature_20cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_28,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3053,,GACP,Soils,SM_2_5cm,soil_moisture_2.5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_32,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3054,,GACP,Soils,SM_5cm,soil_moisture_5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_32,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3055,,GACP,Soils,SM_20cm,soil_moisture_20cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_32,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3056,,GACP,Soils,TempC_2_5cm,soil_temperature_2.5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_32,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3057,,GACP,Soils,TempC_5cm,soil_temperature_5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_32,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3058,,GACP,Soils,TempC_20cm,soil_temperature_20cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_32,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3059,,GACP,Soils,SM_2_5cm,soil_moisture_2.5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_06,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3060,,GACP,Soils,SM_5cm,soil_moisture_5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_06,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3061,,GACP,Soils,SM_20cm,soil_moisture_20cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_06,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3062,,GACP,Soils,TempC_2_5cm,soil_temperature_2.5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_06,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3063,,GACP,Soils,TempC_5cm,soil_temperature_5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_06,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3064,,GACP,Soils,TempC_20cm,soil_temperature_20cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_06,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3065,,GACP,Soils,SM_2_5cm,soil_moisture_2.5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_14,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3066,,GACP,Soils,SM_5cm,soil_moisture_5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_14,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3067,,GACP,Soils,SM_20cm,soil_moisture_20cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_14,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3068,,GACP,Soils,TempC_2_5cm,soil_temperature_2.5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_14,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3069,,GACP,Soils,TempC_5cm,soil_temperature_5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_14,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3070,,GACP,Soils,TempC_20cm,soil_temperature_20cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_14,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3071,,GACP,Soils,SM_2_5cm,soil_moisture_2.5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_22,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3072,,GACP,Soils,SM_5cm,soil_moisture_5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_22,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3073,,GACP,Soils,SM_20cm,soil_moisture_20cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_22,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3074,,GACP,Soils,TempC_2_5cm,soil_temperature_2.5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_22,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3075,,GACP,Soils,TempC_5cm,soil_temperature_5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_22,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3076,,GACP,Soils,TempC_20cm,soil_temperature_20cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_22,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
