Sort,ID,RowID,LTARSiteCode,Category,DataSetVariableName,AttributeDescription,Units,TemporalResolution,TemporalResolutionStandard,StartDate,StartDateStandard,StartDateAgCROS,EndDate,EndDateStandard,EndDateAgCros,DateDif_yrs,ResponsiblePersons,StorageFormat,URLdataAccess,LocationIDoutsideNetwork,SpatialRepeats,SpatialDescription,PublicAccess,Network.Category,AgCROS.Table,AgCROS.VarName,NALTKeywords,subsite,RepoName,ModelName,NALTSubject,ISOTopic,CommonExperiment,trl,AgCROS.VarNameC
3397,GACP2537,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_37,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3398,GACP2538,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_37,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3399,GACP2539,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_37,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3400,GACP2540,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_37,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3401,GACP2541,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_37,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3402,GACP2542,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_37,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3403,GACP2543,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_37,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3404,GACP2544,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_38,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3405,GACP2545,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_38,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3406,GACP2546,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_38,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3407,GACP2547,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_38,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3408,GACP2548,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_38,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3409,GACP2549,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_38,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3410,GACP2550,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_38,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3411,GACP2551,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_39,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3412,GACP2552,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_39,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3413,GACP2553,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_39,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3414,GACP2554,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_39,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3415,GACP2555,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_39,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3416,GACP2556,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_39,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3417,GACP2557,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_39,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3418,GACP2558,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_40,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3419,GACP2559,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_40,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3420,GACP2560,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_40,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3421,GACP2561,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_40,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3422,GACP2562,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_40,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3423,GACP2563,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_40,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3424,GACP2564,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_40,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3425,GACP2565,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_41,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3426,GACP2566,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_41,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3427,GACP2567,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_41,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3428,GACP2568,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_41,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3429,GACP2569,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_41,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3430,GACP2570,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_41,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3431,GACP2571,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_41,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3432,GACP2572,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_42,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3433,GACP2573,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_42,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3434,GACP2574,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_42,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3435,GACP2575,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_42,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3436,GACP2576,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_42,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3437,GACP2577,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_42,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3438,GACP2578,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_42,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3439,GACP2579,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_43,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3440,GACP2580,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_43,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3441,GACP2581,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_43,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3442,GACP2582,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_43,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3443,GACP2583,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_43,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3444,GACP2584,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_43,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3445,GACP2585,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_43,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3446,GACP2586,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_44,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3447,GACP2587,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_44,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3448,GACP2588,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_44,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3449,GACP2589,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_44,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3450,GACP2590,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_44,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3451,GACP2591,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_44,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3452,GACP2592,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_44,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3453,GACP2593,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_45,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3454,GACP2594,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_45,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3455,GACP2595,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_45,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3456,GACP2596,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_45,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3457,GACP2597,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_45,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3458,GACP2598,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_45,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3459,GACP2599,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_45,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3460,GACP2600,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_46,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3461,GACP2601,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_46,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3462,GACP2602,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_46,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
